raw_title,price,model_id,category,source_type,transform,original_title
De Nuit Intense E.D.T 105ml בושם לגבר Armaf Club,78.0,996265,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Armaf Club De Nuit Intense E.D.T 105ml
"טום פורד - EDP Unisex 100 מ""ל אומברה לדר - יבואן רשמי",560.0,1000167,בשמים לגבר,synthetic_duplicate,llm_variant,"אומברה לדר אדפ יוניסקס 100 מ""ל - טום פורד - Tom Ford - Ombre Leather EDP Unisex 100ML"
Ombre Leather 100ML - Tom Ford - בושם יוניסקס,695.0,1000167,בשמים לגבר,synthetic_duplicate,llm_variant,"אומברה לדר אדפ יוניסקס 100 מ""ל - טום פורד - Tom Ford - Ombre Leather EDP Unisex 100ML"
"- Tom Ford - Ombre Leather EDP Unisex 100ML אומברה לדר אדפ יוניסקס 100 מ""ל - טום פורד",539.0,1000167,בשמים לגבר,synthetic_duplicate,llm_variant,"אומברה לדר אדפ יוניסקס 100 מ""ל - טום פורד - Tom Ford - Ombre Leather EDP Unisex 100ML"
בושם Tom Ford Ombre Leather 100ml - משלוח חינם,495.0,1001824,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Tom Ford Ombre Leather E.D.P 100ml
"אומברה לדר 100 מ""ל - טום פורד - בושם לגבר",457.0,1001824,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Tom Ford Ombre Leather E.D.P 100ml
Ombre Leather E.D.P 100ml בושם לגבר Tom Ford,584.0,1001824,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Tom Ford Ombre Leather E.D.P 100ml
בושם Gucci Intense Oud E.D.P 90ml - יבואן רשמי,385.0,1014540,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Gucci Intense Oud E.D.P 90ml
"Gucci - בושם לגבר אינטנס אוד 90 מ""ל E.D.P",364.0,1014540,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Gucci Intense Oud E.D.P 90ml
Intense Oud E.D.P 90ml בושם לגבר Gucci,373.0,1014540,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Gucci Intense Oud E.D.P 90ml
Montblanc Explorer 100ml - בושם לגבר E.D.P - משלוח חינם,163.0,1019364,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Montblanc Explorer E.D.P 100ml
"בושם לגבר 100 מ""ל - Explorer Montblanc E.D.P",154.0,1019364,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Montblanc Explorer E.D.P 100ml
Explorer E.D.P 100ml בושם לגבר Montblanc,144.0,1019364,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Montblanc Explorer E.D.P 100ml
Yves Saint Laurent Y 100ml - בושם לגבר E.D.P - יבואן רשמי,310.0,1022100,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Yves Saint Laurent Y E.D.P 100ml
"בושם E.D.P 100 מ""ל Y - איב סן לורן",406.0,1022100,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Yves Saint Laurent Y E.D.P 100ml
Laurent Y E.D.P 100ml בושם לגבר Yves Saint,424.0,1022100,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Yves Saint Laurent Y E.D.P 100ml
"Electrolux מייבש כביסה 7 ק""ג EW6C5722CM - יבואן רשמי",1652.0,1023259,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5722CM  ‏7 ‏ק""ג"
"מייבש כביסה 7 ק""ג - Electrolux EW6C5722CM - משלוח חינם",1635.0,1023259,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5722CM  ‏7 ‏ק""ג"
"EW6C5722CM ‏7 ‏ק""ג מייבש כביסה Electrolux",1908.0,1023259,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5722CM  ‏7 ‏ק""ג"
"מייבש כביסה Electrolux   ‏7 ‏ק""ג",1362.0,1023259,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5722CM  ‏7 ‏ק""ג"
"Electrolux 8 ק""ג מייבש כביסה EW6C5822CM - יבואן רשמי",1725.0,1023260,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5822CM  ‏8 ‏ק""ג"
"מייבש כביסה 8 ק""ג - EW6C5822CM Electrolux - משלוח חינם",1377.0,1023260,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5822CM  ‏8 ‏ק""ג"
"EW6C5822CM ‏8 ‏ק""ג מייבש כביסה Electrolux",1622.0,1023260,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5822CM  ‏8 ‏ק""ג"
"מייבש כביסה Electrolux   ‏8 ‏ק""ג",1815.0,1023260,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5822CM  ‏8 ‏ק""ג"
"Electrolux EW6C4853CM מייבש כביסה 8 ק""ג - ייבואן רשמי",2061.0,1023262,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4853CM  ‏8 ‏ק""ג"
"מייבש כביסה 8 ק""ג - EW6C4853CM Electrolux - משלוח חינם",1578.0,1023262,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4853CM  ‏8 ‏ק""ג"
"EW6C4853CM ‏8 ‏ק""ג מייבש כביסה Electrolux",2095.0,1023262,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4853CM  ‏8 ‏ק""ג"
"מייבש כביסה Electrolux   ‏8 ‏ק""ג",1589.0,1023262,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4853CM  ‏8 ‏ק""ג"
מכונת אספרסו בוש Gaggia Besana,1191.0,1030241,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Gaggia Besana
יבואן רשמי מכונת אספרסו Gaggia בצבע שחור,935.0,1030241,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Gaggia Besana
Gaggia Besana ‏מכונת אספרסו,1149.0,1030241,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Gaggia Besana
בושם Christian Dior Sauvage 200ml לגבר,575.0,1033492,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Christian Dior Sauvage E.D.P 200ml
Christian Dior Sauvage E.D.P 200ml - משלוח חינם,676.0,1033492,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Christian Dior Sauvage E.D.P 200ml
Dior Sauvage E.D.P 200ml בושם לגבר Christian,771.0,1033492,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Christian Dior Sauvage E.D.P 200ml
"מייבש כביסה AEG TX7E832 8 ק""ג",1656.0,1042459,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX7E832  ‏8 ‏ק""ג"
"מייבש כביסה 8 ק""ג AEG TX7E832 - יבואן רשמי",2370.0,1042459,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX7E832  ‏8 ‏ק""ג"
"TX7E832 ‏8 ‏ק""ג מייבש כביסה AEG",2050.0,1042459,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX7E832  ‏8 ‏ק""ג"
"מייבש כביסה AEG   ‏8 ‏ק""ג",2195.0,1042459,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX7E832  ‏8 ‏ק""ג"
"Electrolux EW6C4753CM מייבש כביסה 7 ק""ג",1791.0,1043475,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4753CM  ‏7 ‏ק""ג"
"7 ק""ג Electrolux מייבש כביסה EW6C4753CM - משלוח חינם",1576.0,1043475,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4753CM  ‏7 ‏ק""ג"
"EW6C4753CM ‏7 ‏ק""ג מייבש כביסה Electrolux",2009.0,1043475,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4753CM  ‏7 ‏ק""ג"
"מייבש כביסה Electrolux   ‏7 ‏ק""ג",2001.0,1043475,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4753CM  ‏7 ‏ק""ג"
"מייבש כביסה TX6G821 AEG 8 ק""ג",2801.0,1044896,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX6G821  ‏8 ‏ק""ג"
"8 ק""ג מייבש כביסה AEG TX6G821 - יבואן רשמי",1978.0,1044896,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX6G821  ‏8 ‏ק""ג"
"TX6G821 ‏8 ‏ק""ג מייבש כביסה AEG",2722.0,1044896,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX6G821  ‏8 ‏ק""ג"
"מייבש כביסה AEG   ‏8 ‏ק""ג",1936.0,1044896,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה AEG TX6G821  ‏8 ‏ק""ג"
מסך מחשב Philips 322E1C 31.5 אינטש Full HD,888.0,1047612,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏31.5 ‏אינטש Philips 322E1C Full HD
Philips 31.5 אינטש מסך מחשב 322E1C - משלוח חינם,782.0,1047612,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏31.5 ‏אינטש Philips 322E1C Full HD
Philips 322E1C Full HD מסך מחשב ‏31.5 ‏אינטש,984.0,1047612,מסכי מחשב,synthetic_duplicate,llm_variant,מסך מחשב  ‏31.5 ‏אינטש Philips 322E1C Full HD
"Electrolux EW6C5752CM 7 ק""ג מייבש כביסה",1409.0,1060078,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5752CM  ‏7 ‏ק""ג"
"מייבש כביסה 7 ק""ג Electrolux EW6C5752CM - יבואן רשמי",1405.0,1060078,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5752CM  ‏7 ‏ק""ג"
"EW6C5752CM ‏7 ‏ק""ג מייבש כביסה Electrolux",1529.0,1060078,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5752CM  ‏7 ‏ק""ג"
"מייבש כביסה Electrolux   ‏7 ‏ק""ג",1706.0,1060078,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5752CM  ‏7 ‏ק""ג"
מכונת אספרסו Breville BES878 - משלוח חינם,2654.0,1068710,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville BES878
Breville BES878 מכונת אספרסו - יבואן רשמי,2779.0,1068710,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville BES878
Breville BES878 ‏מכונת אספרסו,2629.0,1068710,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville BES878
‏מכונת אספרסו Breville,2899.0,1068710,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville BES878
בושם Jimmy Choo Intense לגבר 200ml - יבואן רשמי,192.0,1071842,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
בושם לגבר 200ml Intense Jimmy Choo - משלוח חינם,230.0,1071842,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
Choo Intense E.D.T 200ml בושם לגבר Jimmy,221.0,1071842,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Jimmy Choo Intense E.D.T 200ml
מכונת אספרסו Nespresso EN 80 - משלוח חינם,423.0,1087191,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Inissia EN 80
אספרסו מכונת Nespresso Inissia EN 80 - יבואן רשמי,332.0,1087191,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Inissia EN 80
Inissia EN 80 ‏מכונת אספרסו Nespresso,297.0,1087191,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Nespresso Inissia EN 80
"מייבש כביסה Electrolux 8 ק""ג EW6C5852CM - צבע לבן",1956.0,1092471,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"מייבש כביסה 8 ק""ג Electrolux EW6C5852CM - יבואן רשמי",2097.0,1092471,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"EW6C5852CM ‏8 ‏ק""ג מייבש כביסה Electrolux",1909.0,1092471,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"מייבש כביסה Electrolux   ‏8 ‏ק""ג",1967.0,1092471,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C5852CM  ‏8 ‏ק""ג"
"Beko מייבש כביסה DV8121 8 ק""ג - משלוח חינם",1186.0,1095794,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג"
"מייבש Beko DV8121 8 ק""ג - יבואן רשמי",1304.0,1095794,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג"
"DV8121 ‏8 ‏ק""ג מייבש כביסה Beko",1106.0,1095794,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג"
"מייבש כביסה Beko   ‏8 ‏ק""ג",1409.0,1095794,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Beko DV8121  ‏8 ‏ק""ג"
Lattafa בושם לגבר Silver Fakhar E.D.P 100ml - משלוח חינם,79.0,1097383,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Lattafa Pride Of Lattafa Silver Fakhar E.D.P 100ml
בושם לגבר 100ml Lattafa Pride Of Silver Fakhar - יבואן רשמי,78.0,1097383,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Lattafa Pride Of Lattafa Silver Fakhar E.D.P 100ml
Lattafa Silver Fakhar E.D.P 100ml בושם לגבר Lattafa Pride Of,70.0,1097383,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Lattafa Pride Of Lattafa Silver Fakhar E.D.P 100ml
"Midea מייבש כביסה MDG80-C05/B09E 8 ק""ג - צבע כסוף",1235.0,1099301,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג"
"מייבש כביסה Midea 8 ק""ג MDG80-C05/B09E - יבואן רשמי",1346.0,1099301,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג"
"MDG80-C05/B09E 6429 ‏8 ‏ק""ג מייבש כביסה Midea",1237.0,1099301,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג"
"מייבש כביסה Midea -C05/B09E 6429  ‏8 ‏ק""ג",1533.0,1099301,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Midea MDG80-C05/B09E 6429  ‏8 ‏ק""ג"
Valentino Uomo Born In Roma בושם לגבר E.D.T 100ml - משלוח חינם,403.0,1102279,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml
בושם לגבר Valentino Born In Roma E.D.T 100ml - יבואן רשמי,331.0,1102279,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml
Born In Roma E.D.T 100ml בושם לגבר Valentino Uomo,389.0,1102279,בשמים לגבר,synthetic_duplicate,llm_variant,בושם לגבר Valentino Uomo Born In Roma E.D.T 100ml
Delonghi מכונת אספרסו ECAM350.15.B - יבואן רשמי,1642.0,1105069,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
מכונת אספרסו ECAM350.15.B Delonghi - משלוח חינם,1829.0,1105069,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
Delonghi ECAM350.15.B ‏מכונת אספרסו,1977.0,1105069,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
‏מכונת אספרסו Delonghi .15.B,2031.0,1105069,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Delonghi ECAM350.15.B
"מייבש כביסה בוש EW6C4824CB  ‏8 ‏ק""ג - יבואן רשמי",2853.0,1105563,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג"
"Electrolux מייבש כביסה 8 ק""ג בצבע שחור",2641.0,1105563,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג"
"EW6C4824CB ‏8 ‏ק""ג מייבש כביסה Electrolux",2297.0,1105563,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג"
"מייבש כביסה Electrolux   ‏8 ‏ק""ג",1981.0,1105563,מייבשי כביסה,synthetic_duplicate,llm_variant,"מייבש כביסה Electrolux EW6C4824CB  ‏8 ‏ק""ג"
Breville מכונת אספרסו BES875 עם חלב - משלוח חינם,2724.0,1114609,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875
‏מכונת אספרסו Barista Express של Breville עם ג'וג חלב,3039.0,1114609,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875
with Milk Jug Thermal BES875 ‏מכונת אספרסו Breville Barista Express,3047.0,1114609,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875
‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal,2757.0,1114609,מכונות קפה,synthetic_duplicate,llm_variant,‏מכונת אספרסו Breville Barista Express with Milk Jug Thermal BES875
Pioneer מולטימדיה לרכב DEH-S4250BT - יבואן רשמי,432.0,1115187,מולטימדיה לרכב,synthetic_duplicate,llm_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
מולטימדיה לרכב Pioneer בצבע שחור DEH-S4250BT,466.0,1115187,מולטימדיה לרכב,synthetic_duplicate,llm_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
Pioneer DEH-S4250BT מולטימדיה לרכב,432.0,1115187,מולטימדיה לרכב,synthetic_duplicate,llm_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
מולטימדיה לרכב Pioneer,511.0,1115187,מולטימדיה לרכב,synthetic_duplicate,llm_variant,מולטימדיה לרכב Pioneer DEH-S4250BT
